TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,Cluster,Cluster_Label
33.61,1322,1,25,2,23.0,3,72.0,1.0,479.08,137,1,High_Value_Premium
498.59,157,0,28,2,33.0,0,32.0,1.0,5862.99,35,0,Low_Risk_Regular
98.81,1408,1,37,1,27.0,3,91.0,1.0,797.1,108,1,High_Value_Premium
1.87,1707,1,42,0,65.0,2,147.0,1.0,7287.94,205,0,Low_Risk_Regular
78.92,960,0,17,2,59.0,1,95.0,1.0,5624.86,125,0,Low_Risk_Regular
194.29,123,0,39,1,39.0,1,10.0,1.0,2988.41,154,1,High_Value_Premium
105.53,963,1,7,2,24.0,3,88.0,1.0,1433.66,231,1,High_Value_Premium
737.34,481,1,24,2,30.0,0,34.0,1.0,7336.56,103,0,Low_Risk_Regular
237.86,207,1,30,0,18.0,3,210.0,1.0,475.63,237,1,High_Value_Premium
409.61,1173,1,18,1,65.0,0,89.0,1.0,11698.15,233,2,Medium_Risk_Standard
75.53,1324,0,14,2,21.0,3,157.0,1.0,1034.35,48,1,High_Value_Premium
72.75,679,1,31,0,64.0,0,15.0,1.0,12042.79,56,2,Medium_Risk_Standard
39.11,1400,1,8,2,26.0,3,143.0,1.0,518.54,124,1,High_Value_Premium
1309.79,398,1,37,0,23.0,3,139.0,1.0,1258.93,290,1,High_Value_Premium
729.38,1835,1,20,0,68.0,0,90.0,1.0,9127.65,113,2,Medium_Risk_Standard
137.49,1177,1,13,0,34.0,1,50.0,1.0,4471.05,41,0,Low_Risk_Regular
504.71,589,1,11,2,29.0,1,61.0,1.0,6214.54,134,0,Low_Risk_Regular
371.47,852,0,25,1,24.0,3,58.0,1.0,1187.04,46,1,High_Value_Premium
430.35,295,1,5,2,36.0,0,205.0,1.0,354.9,267,1,High_Value_Premium
230.32,765,1,19,1,35.0,1,56.0,1.0,791.46,131,1,High_Value_Premium
121.71,1424,1,6,0,52.0,2,140.0,1.0,5878.89,299,0,Low_Risk_Regular
98.87,21,1,11,2,20.0,3,179.0,1.0,533.2,35,1,High_Value_Premium
117.55,784,1,14,0,24.0,3,35.0,1.0,897.94,289,1,High_Value_Premium
244.64,311,1,40,1,30.0,0,103.0,1.0,9159.56,30,2,Medium_Risk_Standard
321.93,1975,1,26,0,45.0,1,12.0,1.0,4392.73,88,0,Low_Risk_Regular
346.65,2126,1,42,2,30.0,1,60.0,1.0,6356.96,35,0,Low_Risk_Regular
388.65,304,1,28,0,76.0,2,43.0,1.0,7896.85,112,0,Low_Risk_Regular
29.22,1076,1,35,0,24.0,3,151.0,1.0,1649.43,160,1,High_Value_Premium
46.75,1204,1,7,1,67.0,2,150.0,1.0,2840.43,177,1,High_Value_Premium
348.64,921,1,38,2,57.0,2,128.0,1.0,3274.96,298,1,High_Value_Premium
319.17,65,1,40,2,73.0,2,81.0,1.0,6501.56,146,0,Low_Risk_Regular
73.95,1775,1,18,0,26.0,3,76.0,1.0,363.92,59,1,High_Value_Premium
389.63,269,1,23,2,27.0,1,99.0,1.0,9748.48,152,2,Medium_Risk_Standard
217.61,465,1,6,0,19.0,3,45.0,1.0,1404.53,225,1,High_Value_Premium
199.84,80,1,9,0,21.0,3,150.0,1.0,706.44,171,1,High_Value_Premium
56.35,221,1,5,0,44.0,0,75.0,1.0,5095.73,73,0,Low_Risk_Regular
248.95,962,0,37,1,65.0,2,29.0,1.0,3059.79,189,1,High_Value_Premium
142.58,970,1,35,0,33.0,1,145.0,1.0,7844.23,23,0,Low_Risk_Regular
1607.55,1436,1,31,0,31.0,1,156.0,1.0,6227.99,70,0,Low_Risk_Regular
333.78,1947,1,36,0,60.0,2,98.0,1.0,6810.94,87,0,Low_Risk_Regular
332.59,1110,1,35,2,55.0,2,143.0,1.0,1457.07,162,1,High_Value_Premium
236.81,1735,1,28,1,22.0,3,15.0,1.0,813.68,55,1,High_Value_Premium
417.8,1016,0,30,1,27.0,3,130.0,1.0,1518.82,174,1,High_Value_Premium
319.27,1243,1,35,0,50.0,0,150.0,1.0,10269.78,354,2,Medium_Risk_Standard
820.62,391,0,14,1,61.0,0,158.0,1.0,6024.8,65,0,Low_Risk_Regular
474.77,2080,0,16,2,56.0,1,50.0,1.0,2158.59,133,1,High_Value_Premium
542.72,1418,0,16,1,43.0,0,92.0,1.0,6011.8,150,0,Low_Risk_Regular
79.8,2073,1,13,0,73.0,2,76.0,1.0,6372.58,25,0,Low_Risk_Regular
46.24,430,1,36,1,57.0,1,52.0,1.0,2569.56,61,1,High_Value_Premium
327.8,1892,1,37,0,61.0,0,54.0,1.0,10585.48,175,2,Medium_Risk_Standard
445.79,1078,1,19,0,52.0,0,161.0,1.0,717.99,341,1,High_Value_Premium
55.89,1312,1,14,2,72.0,2,150.0,1.0,3689.65,309,1,High_Value_Premium
158.41,223,1,34,1,28.0,3,16.0,1.0,1512.16,220,1,High_Value_Premium
101.19,1942,0,10,2,64.0,0,75.0,1.0,14389.45,201,2,Medium_Risk_Standard
827.14,104,1,12,1,36.0,1,265.0,4.0,9800.21,111,2,Medium_Risk_Standard
61.97,818,1,31,0,74.0,2,95.0,1.0,7014.69,263,0,Low_Risk_Regular
27.21,951,1,38,0,79.0,2,102.0,1.0,3520.61,26,1,High_Value_Premium
173.74,1446,1,15,2,80.0,2,64.0,1.0,4913.42,328,0,Low_Risk_Regular
176.11,1265,1,38,1,38.0,1,105.0,1.0,9155.35,247,2,Medium_Risk_Standard
88.4,1817,1,13,2,46.0,1,174.0,1.0,2567.53,198,1,High_Value_Premium
567.92,984,1,8,2,53.0,2,14.0,1.0,3779.47,348,1,High_Value_Premium
138.11,2017,0,31,2,68.0,2,104.0,1.0,4177.65,41,0,Low_Risk_Regular
456.93,1557,0,41,1,28.0,1,193.0,1.0,7284.76,186,0,Low_Risk_Regular
101.42,664,1,1,2,66.0,2,146.0,1.0,6530.59,358,0,Low_Risk_Regular
300.61,685,1,12,2,44.0,0,51.0,1.0,7895.54,332,0,Low_Risk_Regular
265.94,879,1,4,2,54.0,1,132.0,1.0,6781.3,14,0,Low_Risk_Regular
345.54,139,1,36,2,29.0,1,50.0,1.0,2091.78,285,1,High_Value_Premium
411.52,62,1,20,0,41.0,0,88.0,1.0,11108.39,170,2,Medium_Risk_Standard
111.21,1329,1,32,1,35.0,0,111.0,1.0,9088.36,348,2,Medium_Risk_Standard
316.37,1370,1,7,0,53.0,1,86.0,1.0,4671.69,97,0,Low_Risk_Regular
260.63,2065,1,13,1,37.0,1,142.0,1.0,7534.73,146,0,Low_Risk_Regular
92.36,505,1,9,0,29.0,1,144.0,1.0,6353.14,92,0,Low_Risk_Regular
262.06,1449,1,28,1,63.0,0,118.0,1.0,13587.52,240,2,Medium_Risk_Standard
64.5,1313,1,10,0,74.0,2,230.0,1.0,1351.24,128,1,High_Value_Premium
253.55,64,1,17,0,28.0,1,85.0,5.0,2797.26,169,1,High_Value_Premium
175.94,880,1,16,0,57.0,2,89.0,1.0,3728.04,48,1,High_Value_Premium
199.47,1286,1,11,2,57.0,0,142.0,1.0,6067.44,59,0,Low_Risk_Regular
51.07,135,1,9,1,63.0,2,133.0,1.0,4292.16,348,0,Low_Risk_Regular
435.86,2118,1,17,0,56.0,2,134.0,1.0,3801.82,175,1,High_Value_Premium
74.73,164,0,17,1,64.0,2,162.0,1.0,6353.22,123,0,Low_Risk_Regular
182.79,1728,0,21,2,23.0,3,14.0,1.0,1251.85,31,1,High_Value_Premium
628.36,116,1,2,2,44.0,0,108.0,1.0,11869.71,69,2,Medium_Risk_Standard
268.39,310,1,35,2,29.0,0,177.0,1.0,9409.43,321,2,Medium_Risk_Standard
560.15,1297,0,22,2,50.0,1,92.0,1.0,817.83,267,1,High_Value_Premium
351.99,931,1,6,0,80.0,2,45.0,2.0,3663.64,299,1,High_Value_Premium
132.36,441,1,7,1,28.0,3,160.0,1.0,319.65,222,1,High_Value_Premium
24.77,1766,0,26,2,40.0,1,17.0,1.0,478.23,57,1,High_Value_Premium
668.67,1801,1,11,2,44.0,0,143.0,4.0,13446.81,6,2,Medium_Risk_Standard
80.24,789,0,27,1,53.0,0,58.0,1.0,8012.81,349,0,Low_Risk_Regular
8.65,1861,1,23,0,68.0,2,198.0,1.0,4201.22,311,0,Low_Risk_Regular
178.91,455,1,29,0,18.0,3,19.0,1.0,8870.89,43,0,Low_Risk_Regular
115.22,2003,1,37,1,27.0,1,108.0,1.0,906.2,164,1,High_Value_Premium
161.63,2083,1,38,2,46.0,0,276.0,1.0,9286.37,118,2,Medium_Risk_Standard
542.75,1996,0,26,1,70.0,2,63.0,1.0,2224.08,124,1,High_Value_Premium
317.47,686,0,34,2,67.0,0,16.0,1.0,14639.28,95,2,Medium_Risk_Standard
280.99,300,1,15,1,45.0,1,29.0,1.0,9733.59,61,2,Medium_Risk_Standard
24.19,217,1,36,0,29.0,1,28.0,1.0,2756.2,63,1,High_Value_Premium
372.41,982,1,36,0,55.0,2,143.0,1.0,3233.87,11,1,High_Value_Premium
247.17,814,0,6,1,65.0,2,149.0,1.0,2611.64,80,1,High_Value_Premium
48.78,1274,0,18,1,18.0,3,136.0,1.0,552.06,228,1,High_Value_Premium
4.15,1694,0,29,1,60.0,2,119.0,1.0,6017.36,205,0,Low_Risk_Regular
60.99,1213,1,28,1,34.0,1,58.0,1.0,7281.46,88,0,Low_Risk_Regular
408.19,2035,1,23,1,26.0,1,241.0,1.0,6847.47,126,0,Low_Risk_Regular
524.6,574,1,12,1,58.0,0,76.0,1.0,13017.7,203,2,Medium_Risk_Standard
108.96,1633,1,25,0,26.0,3,247.0,1.0,7597.66,17,0,Low_Risk_Regular
70.03,2048,1,26,1,63.0,2,49.0,1.0,7330.31,92,0,Low_Risk_Regular
324.04,1067,1,41,0,54.0,2,30.0,1.0,2248.06,104,1,High_Value_Premium
39.69,653,1,2,2,70.0,2,163.0,1.0,3524.68,81,1,High_Value_Premium
81.27,1799,0,39,2,22.0,3,68.0,1.0,1814.48,263,1,High_Value_Premium
193.82,636,1,18,1,37.0,1,176.0,1.0,3886.77,345,1,High_Value_Premium
474.05,1269,1,38,0,57.0,2,214.0,1.0,1484.31,262,1,High_Value_Premium
39.21,735,1,24,0,66.0,0,245.0,4.0,9385.57,328,2,Medium_Risk_Standard
637.75,1151,1,9,1,79.0,2,152.0,1.0,4202.92,148,0,Low_Risk_Regular
153.59,707,0,32,1,66.0,2,174.0,1.0,4813.12,200,0,Low_Risk_Regular
186.6,1726,1,40,1,18.0,3,139.0,1.0,9716.68,253,2,Medium_Risk_Standard
644.08,723,1,1,2,24.0,3,55.0,1.0,1980.62,55,1,High_Value_Premium
305.0,1646,1,31,0,22.0,3,222.0,1.0,944.83,27,1,High_Value_Premium
233.1,91,0,26,1,42.0,0,37.0,1.0,7469.2,315,0,Low_Risk_Regular
793.13,738,1,22,2,68.0,0,76.0,1.0,13389.16,202,2,Medium_Risk_Standard
224.19,1527,1,15,0,52.0,0,93.0,1.0,8475.47,71,0,Low_Risk_Regular
214.83,482,0,40,0,23.0,3,63.0,1.0,991.69,321,1,High_Value_Premium
163.46,1445,0,3,1,63.0,2,111.0,1.0,6953.8,308,0,Low_Risk_Regular
194.99,1950,1,17,1,34.0,1,91.0,1.0,1370.03,87,1,High_Value_Premium
23.4,220,1,12,0,46.0,0,175.0,4.0,14851.28,51,2,Medium_Risk_Standard
227.5,440,1,34,2,34.0,0,277.0,1.0,11505.35,311,2,Medium_Risk_Standard
259.9,998,1,28,2,26.0,3,100.0,1.0,914.28,66,1,High_Value_Premium
59.51,557,0,9,2,36.0,0,55.0,1.0,9955.88,354,2,Medium_Risk_Standard
1074.95,873,1,17,1,20.0,3,91.0,1.0,530.86,215,1,High_Value_Premium
112.94,1899,0,35,2,73.0,2,31.0,1.0,3807.84,56,1,High_Value_Premium
11.81,340,1,31,0,21.0,3,131.0,1.0,320.25,90,1,High_Value_Premium
329.14,1833,1,34,1,55.0,0,14.0,1.0,12033.92,157,2,Medium_Risk_Standard
154.24,1783,1,23,0,61.0,2,82.0,1.0,6109.55,130,0,Low_Risk_Regular
233.44,117,1,6,2,20.0,3,297.0,1.0,1691.88,91,1,High_Value_Premium
1137.63,260,1,3,0,26.0,3,144.0,1.0,1629.12,100,1,High_Value_Premium
98.71,1501,1,13,0,32.0,0,117.0,1.0,10095.23,79,2,Medium_Risk_Standard
87.38,394,1,1,1,21.0,3,252.0,1.0,1504.99,202,1,High_Value_Premium
83.39,1485,1,29,1,32.0,0,158.0,1.0,13182.11,356,2,Medium_Risk_Standard
267.55,941,1,5,2,46.0,1,40.0,1.0,4330.04,339,0,Low_Risk_Regular
870.05,1390,1,12,0,29.0,0,39.0,1.0,905.25,278,1,High_Value_Premium
164.51,891,1,21,1,78.0,2,110.0,1.0,3553.69,47,1,High_Value_Premium
758.12,1059,1,37,0,69.0,2,90.0,1.0,6164.65,290,0,Low_Risk_Regular
103.76,524,1,18,2,28.0,1,188.0,1.0,9626.14,307,2,Medium_Risk_Standard
583.92,1210,1,18,2,55.0,1,139.0,1.0,6364.14,9,0,Low_Risk_Regular
204.06,3,1,42,2,77.0,2,159.0,1.0,4351.83,59,0,Low_Risk_Regular
53.51,1734,1,27,2,56.0,2,165.0,1.0,5773.5,294,0,Low_Risk_Regular
1108.46,1388,1,20,1,30.0,1,262.0,1.0,9257.04,13,2,Medium_Risk_Standard
120.17,1251,1,32,0,49.0,0,105.0,1.0,5403.79,326,0,Low_Risk_Regular
220.8,1433,1,16,2,31.0,1,28.0,1.0,8135.31,217,0,Low_Risk_Regular
119.01,445,1,30,0,45.0,0,87.0,1.0,9798.26,174,2,Medium_Risk_Standard
183.32,736,1,33,0,21.0,3,74.0,1.0,137.42,188,1,High_Value_Premium
858.88,1330,1,17,2,60.0,1,227.0,1.0,7015.46,347,0,Low_Risk_Regular
11.46,242,0,37,2,41.0,1,128.0,1.0,2356.71,173,1,High_Value_Premium
61.37,200,1,8,1,75.0,2,164.0,1.0,4294.44,271,0,Low_Risk_Regular
103.08,351,0,25,1,49.0,1,150.0,1.0,9251.38,19,2,Medium_Risk_Standard
425.18,1599,0,7,2,26.0,1,172.0,1.0,9880.71,136,2,Medium_Risk_Standard
60.96,1711,1,7,0,52.0,2,238.0,1.0,6189.24,215,0,Low_Risk_Regular
64.21,48,1,29,0,51.0,0,37.0,1.0,12540.18,181,2,Medium_Risk_Standard
523.02,791,1,17,2,53.0,2,83.0,1.0,4586.11,15,0,Low_Risk_Regular
50.26,1810,1,19,1,65.0,2,164.0,1.0,1519.38,263,1,High_Value_Premium
110.08,1874,1,11,1,19.0,3,95.0,1.0,1447.26,116,1,High_Value_Premium
54.47,1828,0,30,1,23.0,3,34.0,1.0,1131.42,291,1,High_Value_Premium
79.76,544,1,18,2,68.0,0,115.0,1.0,10278.75,111,2,Medium_Risk_Standard
16.79,1789,0,11,2,30.0,0,146.0,1.0,535.15,277,1,High_Value_Premium
1531.31,1719,1,36,2,18.0,3,62.0,4.0,859.86,17,1,High_Value_Premium
68.62,1042,1,29,1,29.0,0,157.0,1.0,13891.47,275,2,Medium_Risk_Standard
643.38,1791,0,11,2,18.0,3,105.0,1.0,1046.74,337,1,High_Value_Premium
328.34,1639,0,36,2,42.0,1,31.0,1.0,2840.45,157,1,High_Value_Premium
72.68,1147,1,39,2,69.0,2,44.0,1.0,6216.77,237,0,Low_Risk_Regular
354.76,774,1,11,1,51.0,0,279.0,1.0,10141.92,76,2,Medium_Risk_Standard
793.88,312,0,20,0,22.0,3,252.0,1.0,1404.06,50,1,High_Value_Premium
29.22,361,1,11,0,27.0,1,69.0,1.0,7795.79,245,0,Low_Risk_Regular
366.43,160,0,32,2,21.0,3,92.0,1.0,1560.45,195,1,High_Value_Premium
120.86,1849,1,7,2,33.0,0,162.0,4.0,13566.58,324,2,Medium_Risk_Standard
233.74,238,1,4,2,72.0,2,142.0,1.0,4749.54,4,0,Low_Risk_Regular
471.84,1579,1,33,0,18.0,3,138.0,1.0,1044.33,142,1,High_Value_Premium
213.4,1289,0,13,1,73.0,2,100.0,1.0,2012.24,184,1,High_Value_Premium
254.21,800,1,31,0,48.0,1,46.0,1.0,2487.2,266,1,High_Value_Premium
577.73,1813,1,38,0,37.0,0,63.0,1.0,14977.99,14,2,Medium_Risk_Standard
170.26,1548,1,6,0,27.0,3,265.0,1.0,1969.48,69,1,High_Value_Premium
337.73,823,1,35,2,78.0,2,107.0,4.0,7001.2,65,0,Low_Risk_Regular
330.61,1071,0,26,1,64.0,2,113.0,1.0,2525.25,251,1,High_Value_Premium
132.33,1814,0,31,0,35.0,1,47.0,1.0,7457.94,137,0,Low_Risk_Regular
74.04,326,1,22,2,18.0,3,66.0,1.0,1690.23,305,1,High_Value_Premium
197.18,730,1,40,2,28.0,1,135.0,1.0,3114.92,219,1,High_Value_Premium
590.01,199,1,38,2,29.0,0,140.0,3.0,9791.74,83,2,Medium_Risk_Standard
697.82,1904,1,27,2,44.0,1,153.0,1.0,6824.0,48,0,Low_Risk_Regular
302.76,1847,1,34,0,38.0,1,88.0,3.0,8583.39,284,0,Low_Risk_Regular
148.0,128,1,40,1,20.0,3,35.0,1.0,1488.65,16,1,High_Value_Premium
22.26,172,1,35,1,19.0,3,56.0,1.0,5583.88,150,0,Low_Risk_Regular
0.86,251,1,7,0,25.0,3,139.0,1.0,1357.22,358,1,High_Value_Premium
757.1,132,1,1,1,65.0,0,203.0,1.0,10553.23,282,2,Medium_Risk_Standard
38.81,674,0,41,2,25.0,3,145.0,1.0,1619.6,348,1,High_Value_Premium
76.51,537,0,23,2,49.0,1,120.0,4.0,9475.4,88,2,Medium_Risk_Standard
32.46,429,1,5,2,31.0,0,10.0,1.0,8656.18,190,0,Low_Risk_Regular
1022.75,113,0,38,1,62.0,0,158.0,1.0,207.74,263,1,High_Value_Premium
20.64,634,1,5,1,22.0,3,59.0,1.0,949.38,174,1,High_Value_Premium
662.11,183,1,1,1,23.0,3,219.0,1.0,1996.38,71,1,High_Value_Premium
35.05,1569,1,4,1,30.0,0,105.0,1.0,14330.47,54,2,Medium_Risk_Standard
214.73,1818,0,20,0,46.0,0,26.0,1.0,5368.42,76,0,Low_Risk_Regular
25.38,1708,1,21,1,57.0,1,66.0,1.0,8616.05,317,0,Low_Risk_Regular
617.66,158,1,22,0,41.0,1,40.0,1.0,5906.58,234,0,Low_Risk_Regular
446.39,2023,1,15,0,63.0,2,77.0,1.0,7863.6,79,0,Low_Risk_Regular
377.92,318,1,33,1,33.0,1,204.0,1.0,2254.71,30,1,High_Value_Premium
11.04,253,1,31,2,30.0,1,43.0,1.0,6983.04,256,0,Low_Risk_Regular
275.46,1162,1,13,0,36.0,0,67.0,1.0,9697.75,349,2,Medium_Risk_Standard
179.76,1101,1,30,2,78.0,2,81.0,1.0,5909.52,180,0,Low_Risk_Regular
32.34,994,1,18,1,44.0,0,45.0,1.0,7847.62,185,0,Low_Risk_Regular
273.92,1063,1,32,1,79.0,2,109.0,1.0,4543.56,324,0,Low_Risk_Regular
388.98,1321,1,14,0,23.0,3,155.0,1.0,1819.91,129,1,High_Value_Premium
492.84,378,1,16,0,25.0,3,38.0,1.0,577.67,180,1,High_Value_Premium
148.85,1937,1,23,0,57.0,0,25.0,1.0,7802.36,141,0,Low_Risk_Regular
185.99,650,0,14,1,41.0,1,53.0,1.0,402.45,201,1,High_Value_Premium
322.48,433,1,17,0,27.0,3,57.0,1.0,1238.43,301,1,High_Value_Premium
20.27,1967,1,24,1,18.0,3,22.0,1.0,796.35,195,1,High_Value_Premium
280.61,1912,1,23,0,47.0,1,129.0,3.0,7888.76,263,0,Low_Risk_Regular
104.23,1679,0,21,2,63.0,2,108.0,1.0,5009.29,202,0,Low_Risk_Regular
353.59,1279,0,27,1,52.0,2,109.0,5.0,1822.34,269,1,High_Value_Premium
55.86,131,1,39,2,39.0,1,68.0,1.0,5346.46,36,0,Low_Risk_Regular
95.55,577,1,21,1,33.0,1,51.0,1.0,2434.74,230,1,High_Value_Premium
477.07,1910,1,8,2,27.0,1,278.0,1.0,6568.07,71,0,Low_Risk_Regular
21.41,1965,1,21,2,57.0,0,99.0,1.0,658.91,137,1,High_Value_Premium
278.28,1583,1,17,1,28.0,3,26.0,1.0,1346.88,74,1,High_Value_Premium
215.39,992,1,11,0,27.0,3,216.0,1.0,1582.55,289,1,High_Value_Premium
194.37,669,1,25,0,66.0,0,161.0,1.0,14395.88,185,2,Medium_Risk_Standard
19.59,968,1,5,1,64.0,2,122.0,1.0,1061.69,248,1,High_Value_Premium
81.35,134,1,15,2,41.0,1,103.0,1.0,7192.45,41,0,Low_Risk_Regular
314.54,1577,0,41,1,58.0,1,228.0,1.0,9923.45,278,2,Medium_Risk_Standard
466.64,1410,1,19,0,58.0,0,11.0,1.0,10915.11,177,2,Medium_Risk_Standard
472.48,354,1,27,1,55.0,1,87.0,1.0,7128.82,216,0,Low_Risk_Regular
67.15,1875,1,16,2,59.0,0,14.0,1.0,9028.49,269,2,Medium_Risk_Standard
102.67,742,1,0,1,79.0,2,119.0,1.0,4656.94,9,0,Low_Risk_Regular
460.09,402,0,14,2,35.0,0,146.0,3.0,6990.64,130,0,Low_Risk_Regular
453.49,2,1,39,1,66.0,0,147.0,1.0,6366.43,153,0,Low_Risk_Regular
267.17,1341,1,39,0,26.0,3,170.0,1.0,1382.62,91,1,High_Value_Premium
111.26,1315,1,4,0,66.0,0,43.0,1.0,14350.11,84,2,Medium_Risk_Standard
121.17,2093,1,31,0,68.0,0,158.0,1.0,12990.77,229,2,Medium_Risk_Standard
213.28,2100,1,23,1,51.0,2,94.0,1.0,4835.91,303,0,Low_Risk_Regular
187.88,1264,1,26,0,60.0,1,180.0,1.0,2154.58,272,1,High_Value_Premium
471.88,1754,0,38,2,34.0,0,141.0,1.0,14833.34,37,2,Medium_Risk_Standard
83.79,1641,1,26,0,57.0,1,47.0,1.0,5061.3,162,0,Low_Risk_Regular
99.16,371,1,37,2,79.0,2,202.0,1.0,2607.58,244,1,High_Value_Premium
839.33,691,0,21,1,60.0,0,86.0,1.0,11538.97,178,2,Medium_Risk_Standard
29.91,1197,0,30,2,76.0,2,43.0,3.0,2834.84,136,1,High_Value_Premium
4.24,616,1,36,2,38.0,1,38.0,1.0,7822.73,91,0,Low_Risk_Regular
50.29,1489,0,33,2,58.0,0,64.0,1.0,7604.9,53,0,Low_Risk_Regular
135.85,1221,1,14,2,57.0,2,269.0,1.0,1480.39,113,1,High_Value_Premium
368.53,540,1,33,1,68.0,0,34.0,1.0,13696.31,33,2,Medium_Risk_Standard
17.95,885,0,34,1,64.0,0,135.0,1.0,12344.9,193,2,Medium_Risk_Standard
127.8,381,0,41,1,31.0,1,47.0,1.0,8630.99,39,0,Low_Risk_Regular
16.73,320,1,15,2,45.0,1,48.0,1.0,2202.62,193,1,High_Value_Premium
317.12,2006,1,13,1,44.0,0,80.0,1.0,14409.74,105,2,Medium_Risk_Standard
476.63,1166,1,5,0,79.0,2,115.0,1.0,4894.25,166,0,Low_Risk_Regular
156.58,1486,1,32,1,24.0,3,160.0,1.0,8981.61,196,0,Low_Risk_Regular
55.12,1491,0,15,2,34.0,1,261.0,1.0,3791.99,295,1,High_Value_Premium
15.74,39,1,10,1,27.0,3,38.0,1.0,690.16,219,1,High_Value_Premium
297.15,1648,1,31,2,76.0,2,178.0,1.0,5449.37,224,0,Low_Risk_Regular
647.85,1968,1,29,1,36.0,0,121.0,1.0,13779.97,191,2,Medium_Risk_Standard
75.04,1185,1,12,0,49.0,1,178.0,1.0,9648.6,65,2,Medium_Risk_Standard
273.92,727,1,41,2,28.0,3,35.0,1.0,1029.15,203,1,High_Value_Premium
215.8,777,0,17,1,51.0,2,66.0,1.0,3656.62,128,1,High_Value_Premium
963.77,1100,1,21,0,41.0,1,248.0,1.0,6710.51,229,0,Low_Risk_Regular
420.6,612,1,21,1,26.0,3,55.0,1.0,1778.75,187,1,High_Value_Premium
688.36,1045,0,22,1,23.0,3,22.0,1.0,5191.13,281,0,Low_Risk_Regular
285.18,413,0,34,1,55.0,0,150.0,1.0,14847.97,195,2,Medium_Risk_Standard
213.55,528,1,4,0,63.0,0,15.0,1.0,5238.37,43,0,Low_Risk_Regular
463.11,1558,0,19,1,51.0,0,159.0,1.0,10238.82,55,2,Medium_Risk_Standard
309.56,888,1,5,2,58.0,0,147.0,1.0,972.04,174,1,High_Value_Premium
377.08,268,0,23,1,26.0,3,71.0,1.0,6430.86,250,0,Low_Risk_Regular
77.25,2075,1,41,1,68.0,0,157.0,1.0,14077.97,87,2,Medium_Risk_Standard
146.92,1442,1,32,0,64.0,2,272.0,1.0,3990.6,78,1,High_Value_Premium
126.6,832,1,35,1,22.0,3,146.0,1.0,961.65,132,1,High_Value_Premium
101.34,393,1,4,0,24.0,3,46.0,1.0,703.26,232,1,High_Value_Premium
184.97,1019,1,10,1,58.0,0,268.0,1.0,1156.67,282,1,High_Value_Premium
451.15,350,1,7,0,46.0,1,175.0,1.0,1356.47,261,1,High_Value_Premium
516.47,2066,0,5,0,25.0,3,94.0,1.0,1305.06,208,1,High_Value_Premium
880.04,1755,1,34,0,25.0,3,29.0,1.0,261.97,74,1,High_Value_Premium
66.69,1763,0,35,1,25.0,3,140.0,1.0,1210.33,53,1,High_Value_Premium
95.75,1105,1,20,1,31.0,1,169.0,1.0,337.62,69,1,High_Value_Premium
98.03,2049,1,12,1,54.0,1,165.0,1.0,6323.45,133,0,Low_Risk_Regular
617.66,271,1,4,0,42.0,1,128.0,1.0,7155.95,100,0,Low_Risk_Regular
888.57,943,1,35,2,62.0,2,102.0,1.0,7896.14,273,0,Low_Risk_Regular
107.48,1972,1,29,1,22.0,3,129.0,1.0,591.23,108,1,High_Value_Premium
36.57,1242,1,29,0,62.0,2,69.0,1.0,2583.07,39,1,High_Value_Premium
575.62,938,1,28,2,43.0,0,129.0,1.0,234.41,309,1,High_Value_Premium
84.89,808,1,38,0,37.0,1,70.0,1.0,4735.61,352,0,Low_Risk_Regular
7.76,510,0,19,2,52.0,2,84.0,1.0,7393.11,351,0,Low_Risk_Regular
109.3,1217,1,13,1,56.0,0,27.0,1.0,13510.11,6,2,Medium_Risk_Standard
230.08,678,1,2,2,79.0,2,124.0,1.0,4466.1,323,0,Low_Risk_Regular
361.92,287,1,11,0,54.0,2,111.0,1.0,7474.31,240,0,Low_Risk_Regular
71.29,184,1,6,0,68.0,2,55.0,2.0,7225.63,87,0,Low_Risk_Regular
122.45,86,1,27,1,46.0,0,98.0,1.0,7255.49,91,0,Low_Risk_Regular
642.53,1288,1,23,0,65.0,0,128.0,1.0,11417.91,346,2,Medium_Risk_Standard
175.21,2069,0,23,0,69.0,0,69.0,1.0,6039.04,134,0,Low_Risk_Regular
168.0,1338,0,40,1,32.0,1,11.0,1.0,3498.58,356,1,High_Value_Premium
11.46,1616,1,6,2,67.0,2,73.0,1.0,6628.75,56,0,Low_Risk_Regular
382.07,890,0,29,1,62.0,0,147.0,1.0,10156.09,114,2,Medium_Risk_Standard
13.48,1521,1,19,2,18.0,3,20.0,3.0,521.88,237,1,High_Value_Premium
65.32,1771,1,23,0,28.0,3,54.0,1.0,9165.02,285,2,Medium_Risk_Standard
83.07,34,1,24,1,27.0,1,291.0,4.0,6704.76,258,0,Low_Risk_Regular
730.1,1171,0,6,1,77.0,2,93.0,1.0,6384.05,25,0,Low_Risk_Regular
85.31,2007,1,18,0,62.0,2,27.0,1.0,6095.65,110,0,Low_Risk_Regular
726.61,1774,1,31,0,18.0,3,277.0,1.0,1008.76,231,1,High_Value_Premium
130.4,545,1,33,1,45.0,1,63.0,1.0,4381.24,198,0,Low_Risk_Regular
